id,customer_id,timestamp,activity,revenue_impact,plan_type,activity_occurrence,activity_repeated_at
730,8,2022-04-28T11:33:55Z,contract_amended,25.2,plan2,0,
731,18,2022-10-07T18:07:03Z,expansion_contract_started,20.9,plan2,0,
732,114,2022-07-27T15:06:23Z,expansion_contract_started,30.5,plan2,0,
733,262,2022-04-09T17:54:25Z,contract_amended,16.6,plan2,0,
734,32,2022-04-30T04:48:52Z,customer_churn_committed,18.1,plan3,0,
735,3,2022-03-07T15:24:56Z,contract_amended,21.6,plan4,0,
736,26,2022-05-15T10:17:49Z,contract_retained,21.5,plan4,0,
737,80,2022-07-18T15:41:06Z,contract_amended,15.5,plan2,0,
738,246,2022-07-14T21:32:09Z,contract_amended,10.1,plan4,0,
739,285,2022-01-19T08:51:45Z,contraction_contract_started,24.7,plan4,0,
740,132,2022-05-29T21:45:45Z,contraction_contract_started,17.9,plan4,0,
741,63,2021-10-10T02:50:06Z,customer_churn_committed,24.7,plan4,0,
742,180,2022-05-13T23:59:54Z,expansion_contract_started,13.5,plan2,0,
743,56,2021-11-20T22:36:54Z,resurrection_contract_started,23.3,plan4,0,
744,226,2022-04-13T22:26:01Z,contract_retained,12.9,plan4,0,
745,206,2022-01-21T09:24:17Z,contract_amended,20.6,plan2,0,
746,297,2022-08-11T13:20:34Z,resurrection_contract_started,24.9,plan1,0,
747,267,2022-06-26T13:50:57Z,new_contract_started,32.8,plan1,0,
748,41,2022-06-06T16:20:07Z,resurrection_contract_started,15.3,plan1,0,
749,139,2022-05-23T17:07:30Z,resurrection_contract_started,26.3,plan1,0,
750,189,2022-09-22T11:23:16Z,new_contract_started,16.3,plan2,0,
751,31,2022-07-27T15:35:47Z,contraction_contract_started,16.2,plan3,0,
752,126,2022-04-27T03:00:35Z,contraction_contract_started,34.0,plan4,0,
753,120,2021-12-11T13:52:41Z,contraction_contract_started,17.7,plan3,0,
754,282,2022-07-02T18:46:56Z,contract_retained,29.9,plan2,0,
755,154,2022-08-31T01:16:10Z,contract_amended,26.4,plan1,0,
756,28,2022-04-08T12:43:44Z,contract_amended,33.8,plan1,0,
757,70,2022-06-29T09:58:53Z,expansion_contract_started,25.6,plan2,0,
758,193,2022-03-21T19:07:24Z,contraction_contract_started,12.9,plan2,0,
759,34,2021-12-25T14:53:30Z,customer_churn_committed,27.3,plan3,0,
760,184,2021-10-31T22:15:18Z,expansion_contract_started,17.4,plan1,0,
761,156,2022-07-05T06:41:12Z,contract_amended,22.9,plan1,0,
762,253,2022-06-08T06:37:59Z,new_contract_started,29.8,plan2,0,
763,93,2022-05-22T23:21:00Z,expansion_contract_started,28.2,plan4,0,
764,223,2022-08-27T00:59:57Z,contraction_contract_started,25.0,plan1,0,
765,175,2022-09-23T13:23:31Z,expansion_contract_started,26.9,plan3,0,
766,69,2021-10-09T12:38:14Z,contract_amended,11.3,plan3,0,
767,204,2022-07-25T18:28:42Z,new_contract_started,12.7,plan4,0,
768,16,2022-07-05T17:10:23Z,resurrection_contract_started,18.2,plan3,0,
769,231,2021-11-12T07:35:14Z,contraction_contract_started,25.3,plan2,0,
770,190,2022-01-09T05:37:38Z,expansion_contract_started,27.1,plan1,0,
771,135,2022-08-31T14:50:49Z,new_contract_started,26.8,plan3,0,
772,158,2022-09-25T17:01:25Z,new_contract_started,15.7,plan1,0,
773,19,2022-05-21T21:29:13Z,contract_amended,26.3,plan1,0,
774,37,2022-03-30T05:11:46Z,customer_churn_committed,13.3,plan4,0,
775,113,2022-09-09T10:55:59Z,new_contract_started,20.9,plan4,0,
776,203,2022-01-31T11:44:25Z,resurrection_contract_started,25.0,plan4,0,
777,112,2022-08-02T04:40:06Z,new_contract_started,11.6,plan4,0,
778,241,2022-08-19T18:36:16Z,new_contract_started,29.7,plan3,0,
779,207,2022-07-08T11:39:57Z,contract_retained,22.8,plan1,0,
780,300,2022-09-13T09:17:04Z,customer_churn_committed,23.2,plan3,0,
781,159,2022-09-04T19:57:40Z,contraction_contract_started,24.5,plan4,0,
782,292,2022-06-02T04:48:52Z,contract_retained,13.7,plan4,0,
783,91,2022-02-21T19:21:15Z,expansion_contract_started,11.9,plan3,0,
784,289,2022-06-04T13:03:09Z,new_contract_started,16.1,plan2,0,
785,232,2021-12-20T15:56:59Z,contract_amended,13.5,plan1,0,
786,296,2022-06-17T06:04:44Z,customer_churn_committed,21.7,plan4,0,
787,277,2021-10-12T16:08:44Z,expansion_contract_started,16.5,plan3,0,2022-08-18T07:02:36Z
788,182,2022-02-22T17:00:54Z,contract_retained,18.3,plan3,0,
789,11,2022-10-04T00:59:03Z,resurrection_contract_started,12.4,plan3,0,
790,211,2022-07-28T18:53:10Z,contract_amended,32.5,plan2,0,
791,26,2022-07-27T19:27:33Z,contraction_contract_started,30.3,plan3,0,
792,260,2022-04-12T22:20:00Z,resurrection_contract_started,23.8,plan2,0,
793,3,2022-02-05T01:22:00Z,contract_amended,12.2,plan1,0,
794,142,2022-03-24T13:28:13Z,contract_retained,17.7,plan2,0,
795,4,2022-09-01T06:47:36Z,resurrection_contract_started,32.6,plan1,0,
796,118,2021-11-22T21:53:32Z,new_contract_started,34.6,plan3,0,
797,208,2022-01-04T22:56:45Z,contraction_contract_started,23.2,plan3,0,
798,27,2021-10-31T05:36:57Z,contract_retained,20.6,plan2,0,
799,288,2021-12-21T14:36:10Z,new_contract_started,34.6,plan3,0,
800,127,2022-01-23T19:34:09Z,resurrection_contract_started,32.0,plan2,0,
801,214,2021-11-06T20:17:06Z,contract_amended,32.2,plan2,0,
802,135,2022-05-19T17:14:58Z,contract_amended,11.4,plan4,0,
803,47,2022-10-03T13:18:24Z,contract_retained,31.9,plan1,0,
804,163,2022-02-25T19:36:07Z,contract_amended,31.0,plan4,0,
805,130,2022-04-20T05:46:37Z,contract_amended,10.4,plan4,0,2021-12-06T20:56:19Z
806,228,2022-06-17T18:42:54Z,expansion_contract_started,16.0,plan2,0,
807,283,2022-09-16T00:39:03Z,contract_amended,23.1,plan1,0,
808,298,2022-04-18T14:17:03Z,new_contract_started,32.5,plan4,0,
809,94,2021-11-27T02:43:03Z,resurrection_contract_started,28.2,plan1,0,
810,266,2022-08-10T02:56:46Z,contract_retained,16.9,plan4,0,
811,232,2022-05-13T00:56:16Z,new_contract_started,20.7,plan3,0,
812,156,2022-06-29T00:14:02Z,contract_retained,12.6,plan4,0,
813,281,2022-03-12T04:03:46Z,contraction_contract_started,18.4,plan4,0,
814,84,2022-03-29T06:01:49Z,expansion_contract_started,31.7,plan2,0,
815,157,2022-02-28T13:31:26Z,expansion_contract_started,31.1,plan3,0,
816,213,2022-04-26T03:27:14Z,contraction_contract_started,13.2,plan4,0,
817,294,2022-02-20T01:31:05Z,expansion_contract_started,29.5,plan1,0,
818,126,2022-04-07T19:17:28Z,contract_amended,10.8,plan4,0,
819,104,2022-02-08T04:14:37Z,contraction_contract_started,27.1,plan2,0,
820,167,2021-11-26T21:53:05Z,customer_churn_committed,22.9,plan4,0,
821,198,2022-07-28T12:16:56Z,customer_churn_committed,24.2,plan2,0,
822,116,2022-04-05T03:35:00Z,expansion_contract_started,13.4,plan4,0,
823,125,2022-04-20T19:57:42Z,contract_amended,14.5,plan2,0,
824,139,2022-02-11T18:04:14Z,resurrection_contract_started,30.7,plan4,0,
825,3,2022-10-04T17:28:11Z,contract_amended,33.4,plan3,0,
826,90,2022-04-05T20:22:57Z,contraction_contract_started,25.3,plan3,0,
827,14,2022-07-02T11:15:26Z,contract_amended,10.5,plan3,0,
828,29,2022-05-18T06:17:56Z,new_contract_started,29.2,plan2,0,
829,166,2022-10-07T14:07:16Z,new_contract_started,20.6,plan2,0,
830,236,2022-03-02T04:30:12Z,new_contract_started,11.9,plan3,0,
831,174,2022-07-23T05:45:37Z,contract_retained,20.9,plan2,0,
832,286,2022-08-22T10:12:20Z,new_contract_started,19.7,plan4,0,
833,2,2022-09-07T21:52:08Z,contract_amended,18.1,plan4,0,
834,252,2022-01-07T12:49:47Z,new_contract_started,20.2,plan1,0,
835,195,2022-07-21T13:29:12Z,new_contract_started,22.3,plan1,0,
836,117,2021-12-24T05:17:33Z,customer_churn_committed,15.6,plan2,0,
837,102,2022-09-12T15:10:54Z,contract_retained,17.6,plan1,0,
838,16,2021-10-18T11:43:48Z,contract_amended,11.7,plan4,0,
839,293,2022-03-13T04:15:34Z,contract_retained,34.4,plan1,0,
840,179,2022-02-11T22:46:35Z,contract_amended,13.2,plan4,0,
841,147,2021-10-31T18:54:51Z,contract_amended,31.5,plan1,0,
842,289,2021-11-18T12:40:56Z,new_contract_started,13.8,plan4,0,
843,26,2021-10-12T04:09:03Z,customer_churn_committed,17.3,plan1,0,
844,282,2021-10-25T09:58:03Z,customer_churn_committed,25.3,plan3,0,
845,98,2022-06-21T11:35:32Z,resurrection_contract_started,23.8,plan2,0,
846,25,2021-12-22T06:07:19Z,contract_amended,28.8,plan1,0,
847,91,2022-09-06T20:36:31Z,customer_churn_committed,16.8,plan1,0,
848,168,2021-11-15T23:22:16Z,contract_retained,34.2,plan3,0,
849,269,2022-08-13T06:13:12Z,contract_retained,33.2,plan1,0,
850,277,2022-07-14T20:30:32Z,customer_churn_committed,30.5,plan3,0,
851,219,2022-07-22T12:32:10Z,contract_retained,30.8,plan2,0,
852,269,2022-09-04T08:25:37Z,expansion_contract_started,33.1,plan1,0,
853,12,2021-12-20T14:37:53Z,customer_churn_committed,25.4,plan4,0,
854,34,2022-09-12T03:49:28Z,new_contract_started,27.7,plan1,0,
855,43,2022-04-21T12:05:55Z,contract_amended,28.8,plan4,0,
856,198,2022-09-10T07:08:52Z,expansion_contract_started,28.6,plan1,0,
857,20,2022-04-30T00:01:00Z,contract_amended,16.7,plan3,0,
858,208,2022-10-05T13:20:07Z,resurrection_contract_started,27.6,plan1,0,
859,28,2021-12-29T02:59:27Z,new_contract_started,16.0,plan4,0,
860,36,2022-08-21T00:15:49Z,contract_retained,11.0,plan3,0,
861,98,2021-12-27T16:50:53Z,new_contract_started,21.3,plan2,0,
862,182,2022-03-27T15:38:10Z,customer_churn_committed,23.2,plan3,0,
863,5,2022-03-15T21:26:07Z,contract_retained,10.4,plan2,0,
864,61,2022-07-20T12:22:09Z,contract_amended,26.3,plan3,0,
865,99,2021-10-16T07:57:53Z,contract_amended,14.9,plan4,0,
866,65,2022-04-03T04:22:08Z,contract_retained,15.5,plan1,0,
867,9,2022-07-25T06:59:29Z,customer_churn_committed,14.2,plan3,0,
868,215,2021-10-16T05:23:06Z,contraction_contract_started,27.7,plan3,0,
869,263,2022-07-22T18:31:21Z,contract_retained,25.2,plan3,0,
870,123,2022-02-06T12:29:05Z,contract_retained,28.3,plan4,0,
871,104,2022-02-10T12:28:15Z,customer_churn_committed,32.3,plan1,0,
872,17,2022-02-11T06:04:48Z,contraction_contract_started,14.0,plan1,0,
873,170,2022-08-01T19:09:07Z,expansion_contract_started,29.0,plan3,0,
874,68,2022-07-10T03:32:22Z,new_contract_started,15.9,plan1,0,
875,106,2022-01-28T12:09:46Z,resurrection_contract_started,27.2,plan1,0,
876,292,2021-12-15T19:28:26Z,expansion_contract_started,32.6,plan2,0,
877,164,2022-04-11T18:24:21Z,new_contract_started,27.3,plan3,0,
878,77,2022-06-05T08:12:00Z,expansion_contract_started,24.4,plan2,0,
879,188,2022-03-21T18:00:10Z,expansion_contract_started,18.1,plan3,0,
880,91,2021-11-27T22:15:07Z,new_contract_started,12.2,plan3,0,
881,50,2022-06-22T19:35:01Z,contract_retained,11.9,plan4,0,
882,71,2022-09-11T23:50:12Z,expansion_contract_started,23.6,plan3,0,
883,102,2021-12-30T20:08:27Z,contraction_contract_started,29.4,plan2,0,
884,79,2022-05-11T07:05:53Z,contract_amended,30.7,plan2,0,
885,228,2021-12-30T03:00:53Z,contract_amended,34.6,plan3,0,
886,255,2022-08-20T18:15:00Z,new_contract_started,15.6,plan1,0,
887,133,2022-09-29T16:08:21Z,contract_amended,14.7,plan1,0,
888,252,2022-02-18T13:15:54Z,contraction_contract_started,34.9,plan2,0,
889,299,2022-04-28T20:01:08Z,new_contract_started,11.1,plan3,0,
890,44,2022-04-13T21:24:25Z,new_contract_started,26.8,plan4,0,
891,87,2022-08-02T16:57:54Z,contract_retained,15.4,plan4,0,
892,75,2022-04-03T01:54:43Z,resurrection_contract_started,27.4,plan2,0,
893,153,2022-01-10T12:54:09Z,new_contract_started,16.9,plan2,0,
894,154,2022-05-26T22:45:44Z,expansion_contract_started,12.3,plan1,0,
895,57,2022-02-14T07:32:33Z,contract_amended,29.0,plan3,0,
896,70,2022-06-11T14:08:46Z,resurrection_contract_started,22.7,plan4,0,
897,210,2022-03-11T13:43:47Z,contraction_contract_started,10.6,plan2,0,
898,63,2022-07-05T19:25:14Z,expansion_contract_started,34.9,plan3,0,
899,268,2021-11-18T01:11:53Z,contract_amended,29.1,plan3,0,2022-06-16T01:33:46Z
900,125,2022-03-28T09:00:29Z,contract_amended,12.0,plan1,0,
901,161,2021-10-17T18:01:04Z,contract_amended,26.8,plan1,0,
902,216,2022-04-09T18:48:57Z,contraction_contract_started,16.5,plan1,0,
903,74,2022-02-25T23:18:10Z,new_contract_started,20.3,plan1,0,
904,220,2022-03-06T07:18:12Z,resurrection_contract_started,15.6,plan1,0,
905,208,2021-12-27T00:31:33Z,contract_amended,11.7,plan2,0,
906,144,2022-01-05T00:05:46Z,new_contract_started,30.0,plan3,0,
907,127,2022-08-16T14:38:57Z,contract_retained,17.0,plan2,0,
908,196,2022-08-24T23:14:36Z,new_contract_started,27.3,plan3,0,
909,207,2022-07-10T17:49:07Z,contract_retained,24.0,plan1,0,
910,53,2022-09-11T10:12:26Z,customer_churn_committed,25.9,plan3,0,
911,298,2022-02-09T07:04:59Z,customer_churn_committed,32.0,plan1,0,
912,116,2021-12-26T16:53:31Z,contract_amended,28.1,plan4,0,
913,250,2022-06-12T16:28:52Z,contract_amended,27.8,plan1,0,
914,295,2021-11-23T03:40:15Z,resurrection_contract_started,16.9,plan3,0,
915,32,2022-05-08T00:44:41Z,expansion_contract_started,18.5,plan2,0,
916,91,2022-01-22T19:37:34Z,new_contract_started,23.5,plan3,0,
917,171,2022-04-25T10:17:04Z,new_contract_started,22.3,plan4,0,
918,212,2022-06-23T02:28:22Z,contract_retained,12.1,plan4,0,
919,233,2022-01-02T07:53:48Z,contract_amended,19.7,plan2,0,
920,280,2022-09-21T21:52:02Z,contract_retained,21.5,plan3,0,
921,156,2022-04-02T18:32:42Z,contraction_contract_started,29.5,plan1,0,
922,269,2021-10-14T20:04:47Z,resurrection_contract_started,12.7,plan2,0,
923,50,2022-04-30T06:33:27Z,expansion_contract_started,24.7,plan2,0,
924,224,2022-08-12T09:45:44Z,new_contract_started,11.3,plan3,0,
925,188,2021-12-10T13:40:25Z,customer_churn_committed,34.6,plan4,0,
926,255,2022-02-21T23:16:25Z,resurrection_contract_started,31.0,plan2,0,
927,66,2021-10-26T10:45:35Z,contraction_contract_started,16.2,plan4,0,
928,197,2022-09-18T13:53:36Z,new_contract_started,32.4,plan4,0,
929,52,2022-05-08T08:13:29Z,customer_churn_committed,24.6,plan2,0,
930,236,2022-01-07T22:13:54Z,new_contract_started,24.8,plan4,0,
931,258,2021-12-16T02:55:10Z,contract_retained,10.5,plan3,0,
932,123,2022-04-16T15:12:33Z,contract_retained,13.5,plan3,0,
933,299,2022-04-10T09:34:49Z,contract_retained,26.9,plan2,0,
934,210,2022-07-18T18:07:53Z,new_contract_started,33.1,plan3,0,
935,129,2022-09-05T07:02:51Z,expansion_contract_started,24.3,plan2,0,
936,273,2021-12-09T05:37:07Z,expansion_contract_started,20.8,plan3,0,
937,81,2022-01-21T09:39:03Z,expansion_contract_started,28.9,plan3,0,
938,39,2022-04-05T00:16:05Z,expansion_contract_started,16.1,plan2,0,
939,92,2022-01-07T10:09:01Z,resurrection_contract_started,30.0,plan2,0,
940,134,2022-01-31T04:20:33Z,customer_churn_committed,13.4,plan2,0,
941,2,2022-05-28T15:24:22Z,new_contract_started,12.9,plan3,0,
942,115,2022-08-12T18:37:57Z,customer_churn_committed,14.1,plan3,0,
943,199,2022-05-10T01:40:21Z,contraction_contract_started,29.8,plan4,0,
944,294,2021-10-31T13:28:20Z,contraction_contract_started,15.5,plan1,0,
945,147,2022-03-31T10:26:00Z,new_contract_started,26.7,plan2,0,
946,300,2022-06-09T04:10:33Z,customer_churn_committed,24.2,plan2,0,
947,108,2022-08-13T06:56:55Z,contraction_contract_started,24.1,plan1,0,
948,288,2022-10-04T21:10:23Z,expansion_contract_started,34.7,plan2,0,
949,110,2022-06-16T14:55:54Z,new_contract_started,16.6,plan3,0,
950,209,2022-02-28T10:57:47Z,new_contract_started,29.8,plan2,0,
951,175,2022-06-03T18:38:08Z,contract_amended,20.0,plan1,0,
952,21,2022-08-02T00:20:26Z,expansion_contract_started,27.2,plan2,0,
953,265,2022-05-14T13:05:55Z,customer_churn_committed,13.0,plan1,0,
954,87,2022-01-18T01:36:31Z,expansion_contract_started,29.2,plan3,0,
955,172,2022-03-29T01:01:19Z,resurrection_contract_started,22.7,plan3,0,
956,155,2022-04-18T16:33:25Z,contract_retained,16.8,plan2,0,
957,272,2021-10-23T06:44:17Z,resurrection_contract_started,17.1,plan1,0,
958,289,2022-04-05T19:22:03Z,expansion_contract_started,15.4,plan3,0,
959,167,2022-02-23T09:30:43Z,contraction_contract_started,29.1,plan4,0,
960,131,2022-09-18T14:13:01Z,contract_amended,33.1,plan2,0,
961,299,2022-09-15T16:46:26Z,new_contract_started,24.1,plan1,0,
962,68,2022-04-26T09:44:29Z,new_contract_started,33.1,plan2,0,
963,82,2022-05-04T08:29:12Z,new_contract_started,20.5,plan2,0,
964,88,2022-03-11T23:01:48Z,expansion_contract_started,17.9,plan1,0,
965,220,2022-08-03T08:09:33Z,contraction_contract_started,35.0,plan1,0,
966,170,2022-09-26T06:01:34Z,resurrection_contract_started,18.4,plan2,0,
967,267,2021-10-10T03:19:58Z,contract_amended,26.8,plan2,0,
968,161,2022-09-02T18:42:33Z,new_contract_started,26.4,plan2,0,
969,281,2022-02-08T19:55:29Z,new_contract_started,17.9,plan4,0,
970,187,2022-09-17T10:25:58Z,expansion_contract_started,25.8,plan3,0,
971,184,2022-06-06T11:55:51Z,customer_churn_committed,12.0,plan3,0,
972,140,2021-11-07T00:58:53Z,expansion_contract_started,34.9,plan1,0,
973,26,2022-02-12T18:47:36Z,contract_retained,30.9,plan4,0,
974,14,2022-02-07T17:25:58Z,contract_retained,14.4,plan2,0,
975,287,2022-03-14T13:09:12Z,resurrection_contract_started,28.2,plan3,0,
976,22,2022-07-05T14:46:03Z,expansion_contract_started,28.2,plan4,0,
977,276,2021-12-13T07:51:08Z,new_contract_started,29.3,plan2,0,
978,298,2022-08-15T05:18:48Z,customer_churn_committed,19.2,plan3,0,
979,33,2022-08-13T15:13:26Z,customer_churn_committed,20.9,plan4,0,
980,252,2022-09-01T13:06:14Z,customer_churn_committed,20.4,plan1,0,
981,72,2021-10-16T01:24:56Z,contract_amended,12.2,plan4,0,
982,205,2021-10-22T22:39:36Z,resurrection_contract_started,20.3,plan4,0,
983,258,2022-04-13T02:05:20Z,expansion_contract_started,34.3,plan2,0,
984,297,2022-04-06T00:06:27Z,resurrection_contract_started,10.7,plan4,0,
985,148,2021-11-13T00:07:50Z,resurrection_contract_started,26.3,plan3,0,
986,77,2021-12-28T07:22:15Z,contraction_contract_started,29.3,plan2,0,
987,135,2022-02-15T20:20:18Z,contraction_contract_started,22.6,plan4,0,
988,190,2022-09-25T13:42:26Z,contract_amended,29.0,plan1,0,2022-02-03T00:48:49Z
989,240,2022-07-15T17:15:37Z,contract_retained,19.8,plan3,0,
990,76,2022-02-14T21:04:19Z,customer_churn_committed,31.6,plan2,0,
991,141,2022-07-11T02:50:10Z,contraction_contract_started,21.1,plan4,0,
992,196,2022-08-02T11:42:07Z,customer_churn_committed,24.7,plan1,0,
993,209,2022-02-10T12:11:23Z,contract_amended,19.0,plan1,0,
994,108,2022-08-23T07:50:44Z,expansion_contract_started,22.3,plan2,0,2022-07-09T04:45:37Z
995,62,2022-06-10T16:37:10Z,contract_retained,30.4,plan1,0,
996,232,2022-01-22T12:14:56Z,contract_amended,30.1,plan1,0,
997,159,2021-11-09T12:46:57Z,contract_amended,28.3,plan3,0,
998,38,2022-06-16T02:47:25Z,customer_churn_committed,30.8,plan2,0,
999,221,2021-11-30T01:27:32Z,contract_amended,16.7,plan1,0,
1000,71,2021-10-23T14:15:57Z,contraction_contract_started,18.8,plan3,0,
